id,author,slug,title,voivodeship,town,date,date_gmt,modified,modified_gmt,lat,lng,zoom,address,desc,category,rating
16139,16139,osrodek-wczasowy-burczybas,Ośrodek wczasowy Burczybas,pomorskie,Dzierżążno,2021-07-31T09:55:51,2021-07-31T07:55:51,2021-07-31T09:55:51,2021-07-31T07:55:51,54.3150713,18.2666481,17,"Kaszubska 9, 83-332 Dzierżążno Pikarnia, województwo pomorskie Polska","<p>O\u015brodek wczasowy Burczybas, obok dobudowany kompleks Badonia. Mimo  \u017ce mieszkam niedaleko  to bardzo ma\u0142o informacji na jego temat. Opuszczony conajmiej 20 lat, chocia\u017c okna dachowe i p\u0142yty kartongips wygl\u0105daj\u0105 na wmiare \u015bwie\u017ce. Polecam zobaczy\u0107 filmik.</p>\n",Hotele i pensjonaty,Brak ocen
16081,16081,budynki-firmy-transportowej-abs-bonifer-polska-baza-paliw,Budynki firmy transportowej ABS Bonifer Polska + baza paliw,dolnośląskie,Oława,2021-07-25T08:22:42,2021-07-25T06:22:42,2021-07-25T08:22:42,2021-07-25T06:22:42,50.929558,17.3029183,19,"Różana 20, 55-200 Oława, województwo dolnośląskie Polska","<p>Na ca\u0142ym terenie znajduj\u0105 si\u0119 4 budynki + 2 portiernie oraz stara ci\u0119\u017car\xf3wka STAR.  Wej\u015bcie jest przez dziur\u0119 w ogrodzeniu, a obiekt nie jest wgl pilnowany. Link i do zdj\u0119\u0107 z 2 budynk\xf3w zamieszczam tutaj:<br />\nhttps://ibb.co/HppXmTP<br />\nhttps://ibb.co/7zZMd2R<br />\nhttps://ibb.co/g3xNkB4<br />\nhttps://ibb.co/vX743qn<br />\nhttps://ibb.co/9hqkyXt<br />\nhttps://ibb.co/Mc5g2gs<br />\nhttps://ibb.co/KbxynTP<br />\nhttps://ibb.co/gm5MDqP<br />\nhttps://ibb.co/XVS63Pt<br />\nhttps://ibb.co/mtHQwSL<br />\nhttps://ibb.co/P9FFT78<br />\nhttps://ibb.co/KrnpdFV<br />\nhttps://ibb.co/hWX18Fd<br />\nhttps://ibb.co/W6sfJVF<br />\nhttps://ibb.co/rm07KgN<br />\nhttps://ibb.co/3ckdxcc<br />\nhttps://ibb.co/svfNXBW<br />\nhttps://ibb.co/1nTn5cy<br />\nhttps://ibb.co/745P3K1<br />\nhttps://ibb.co/9HtJnVM<br />\nhttps://ibb.co/VDjqXn6<br />\nhttps://ibb.co/pW348fy<br />\nhttps://ibb.co/09YBPBd<br />\nhttps://ibb.co/qFmGctp<br />\nhttps://ibb.co/VJg0bQc<br />\nhttps://ibb.co/g79wd0Y<br />\nhttps://ibb.co/7R5jC0D<br />\nhttps://ibb.co/tZLJGNs<br />\nhttps://ibb.co/T49zDDp</p>\n",Inne,5
16071,16071,opuszczona-mleczarnia-2,Opuszczona Mleczarnia,warmińsko-mazurskie,Wielki Dwór,2021-07-24T15:29:32,2021-07-24T13:29:32,2021-07-24T15:29:32,2021-07-24T13:29:32,53.9102034,19.6196079,13,"Wielki Dwór, województwo warmińsko-mazurskie Polska","<p>Klimatyczne miejsce nie pilnowane, niestety du\u017co \u015bmieci ale znajdzie si\u0119 kilka piecz\u0105tek firmowych i innych gad\u017cet\xf3w. Podpiwniczenie dost\u0119pne mo\u017cna spokojnie pozwiedza\u0107, do\u015b\u0107 ciemno na dole, pi\u0119tro niedost\u0119pne (zawalone schody).</p>\n",Industrialne,4
16067,16067,palac-brzezinka,Pałac Brzezinka,dolnośląskie,Brzezinka,2021-07-23T14:19:00,2021-07-23T12:19:00,2021-07-23T14:19:00,2021-07-23T12:19:00,51.2842459,17.448357,18,"Brzezinka, województwo dolnośląskie Polska",<p>P\xf3\u017anobarokowy pa\u0142ac budowany etapami od 1725 roku dla hrabiego von Kospoth. Ruina ale mo\u017cna jeszcze wej\u015b\u0107.</p>\n,Zamki i pałace,Brak ocen
16058,16058,opuszczony-magazyn-kolejowy,Opuszczony magazyn  kolejowy,warmińsko-mazurskie,Ostróda,2021-07-22T12:00:19,2021-07-22T10:00:19,2021-07-22T13:08:07,2021-07-22T11:08:07,53.6992568,19.9454185,18,"Juliusza Słowackiego 44, 14-100 Ostróda, województwo warmińsko-mazurskie Polska","<p>Jest pare pokoi do zobaczenia, brak dachu, fajne grafitti. </p>\n",Kolejowe,5
16029,16029,opuszczone-laboratorium-2,Opuszczone Laboratorium,śląskie,Kalety,2021-07-21T07:39:29,2021-07-21T05:39:29,2021-07-21T07:39:29,2021-07-21T05:39:29,50.5599054,18.8923967,16,"Worpak Biurowiec Powstańców Śląskich, 42-660 Kalety, województwo śląskie Polska","<p>Super miejsce tylko troch\u0119 zniszczone. Do \u015brodka da si\u0119 dosta\u0107 be\u017c problemu wej\u015bciem bocznym. Pod\u0142oga na wy\u017cszych pi\u0119trach delikatnie  si\u0119 zapada wi\u0119c radz\u0119 uwa\u017ca\u0107. Wszystko zosta\u0142o: chemikalia, przyrz\u0105dy. Warte zobaczenia p\xf3ki jeszcze nie zosta\u0142o wyburzone. </p>\n",Inne,5
16023,16023,opuszczona-fabryka-w-radomiu,Opuszczona Fabryka w Radomiu,mazowieckie,Radom,2021-07-20T12:59:11,2021-07-20T10:59:11,2021-07-20T12:59:11,2021-07-20T10:59:11,51.3919653,21.1401458,17,"1905 Roku / Tytoniowa, Radom, województwo mazowieckie Polska",<p>Mo\u017cna wej\u015b\u0107 bez problemu.</p>\n,Industrialne,Brak ocen
15990,15990,opuszczony-zaklad-produkcyjny,Opuszczony zaklad produkcyjny,śląskie,Imielin,2021-07-19T12:46:39,2021-07-19T10:46:39,2021-07-19T12:46:39,2021-07-19T10:46:39,50.1499564,19.2540336,15,"Maratońska, 43-608 Imielin, województwo śląskie Polska","<p>Szczerze m\xf3wi\u0105c nie mam poj\u0119cia co to jest. Obiekt znaleziony na farcie podczas szukania miejsc\xf3wki ro rozbicia obozowiska.<br />\nLokalizacja bardzo ciekawa ze wzgl\u0119du na jezioro dos\u0142ownie rzut kamieniem od zak\u0142adu.<br />\nZnajduje si\u0119 tam kilka budynk\xf3w, niestety z powodu braku czasu uda\u0142o nam si\u0119 zwiedzi\u0107 tylko kilka z nich.</p>\n",Industrialne,4.75
15987,15987,opuszczona-cegielnia-sominin,Opuszczona Cegielnia Sominin,pomorskie,Somonino,2021-07-14T12:58:39,2021-07-14T10:58:39,2021-07-14T12:58:39,2021-07-14T10:58:39,54.2940877,18.2558441,10,"Ceramiczna 8, 83-314 Somonino, województwo pomorskie Polska","<p>Miejsce jest dosy\u0107 bezpieczne, obok jest dom mieszkalny ludzi, ale s\u0105 bezproblemowi. Pani z w\xf3zkiem nas obserwowa\u0142a ale bez \u017cadnego problemu. Jak na taki budynek, kt\xf3ry jest obok drogi to bardzo dobrze wygl\u0105da, do\u015b\u0107 sporo rzeczy do zobaczenia, jak tory, stare maszyny itd. Og\xf3lnie polecam podjecha\u0107 i zobaczy\u0107, mo\u017cna z lekka si\u0119 wczu\u0107 jak by\u0142o za dawnych czas\xf3w, budynek dzia\u0142a\u0142 w ko\u0144c\xf3wce lat 90 ubieg\u0142ego wieku :D</p>\n",Industrialne,4
15977,15977,palac-osetno,Pałac Osetno,dolnośląskie,Osetno,2021-07-13T09:13:42,2021-07-13T07:13:42,2021-07-13T09:13:42,2021-07-13T07:13:42,51.6344742,16.4587694,17,"Osetno, województwo dolnośląskie Polska",<p>Wybudowany w 1550 roku. Kilkakrotnie rozbudowywany i przebudowywany.</p>\n,Zamki i pałace,Brak ocen
15927,15927,opuszczony-osrodek-wypoczynkowy-golun,Opuszczony Osrodek Wypoczynkowy Gołuń,pomorskie,Gołuń,2021-07-08T11:00:25,2021-07-08T09:00:25,2021-07-08T11:00:25,2021-07-08T09:00:25,54.0074409,17.9706502,15,"Gołuń, wyb., Pomeranian Voivodeship Poland","<p>Duzy obiekt otoczony plotem ale dziurawym, slabo strzezony, obok jest kemping. Jest juz mocno poniszczony ale jest klimacik, meble, papiery i duza piwnica. Wieza dostepna ale nie dla kazdego. Sa jeszcze male domki letniskowe, wszystkie takie same i mocno rozwalone. Polecam.</p>\n",Hotele i pensjonaty,5
15903,15903,opuszczona-fabryka-tago,Opuszczona Fabryka Tago,mazowieckie,Wołomin,2021-07-05T12:41:36,2021-07-05T10:41:36,2021-07-05T12:41:36,2021-07-05T10:41:36,52.3524462,21.2404749,18,"Tęczowa 15, 05-200 Wołomin Wołominek, województwo mazowieckie Polska","<p>Du\u017co pomieszcze\u0144, jest r\xf3wnie\u017c kilka pokoi umeblowanych i z ciekawymi artefaktami od tago. Nie jest pilnowany cho\u0107 jedna babka - s\u0105siadka fabryki gdy nas zobaczy\u0142a w \u015brodku straszy\u0142a policj\u0105. Wej\u015bcie jest z boku i trzeba si\u0119 wspi\u0105\u0107 kilka metr\xf3w po pozostawionej linie. jest w miar\u0119 bezpiecznie pod warunkiem niezbli\u017cania si\u0119 do kraw\u0119dzi budynku i wej\u015bcia oknem do niego.</p>\n",Industrialne,4.5
15864,15864,chyba-cos-medycznego,Chyba coś medycznego,mazowieckie,Radom,2021-07-03T16:22:35,2021-07-03T14:22:35,2021-07-03T16:22:35,2021-07-03T14:22:35,51.4123684,21.1121218,19,"Uniwersytecka / Szpital, Radom, Masovian Voivodeship Poland","<p>Znalezione przez przypadek w okolicznosciach, w kt\xf3rych nigdy bym nie chcia\u0142...</p>\n<p>Duzy obiekt z piwnicami (sa spoko) oraz poddaszem (nie bylem, ale jest metalowa drabina/schodki/barierki i otwarta dziura na gorze. Nie ma alarmu, ani ochrony, ale jak na ironie jak robi\u0142em przed chwila zdj\u0119cia jakis facio wlasnie otwiera\u0142 z kluczy drzwi obiektu... W \u015brodku praktycznie nic nie ma, g\xf3rne pi\u0119tra mocno zdemolowane/rozebrane(widac ceg\u0142y, itd.). Wej\u015bcie przez piwnice pod oknami (jak ja wszed\u0142em to kazdy wejdzie) lub przez okna frontowe (dosy\u0107 wysoko). Z ty\u0142u generator room czy pompownia. Jest zalana do piszczeli i chyba nie \u0142\u0105czy si\u0119 z reszt\u0105 obiektu (pr\xf3bowa\u0142em z poziomu piwnic doj\u015bcia tam znale\u017a\u0107. S\u0105 jakie\u015b porobione skrzynki, pustaki do przechodzenia, ale dla mnie pass byl.</p>\n<p>Nie polecam specjalnie z daleka przyje\u017cd\u017ca\u0107 (chciaz poddasze i generator room/pompownia = nie zwiedzona przeze mnie) bo tak jak m\xf3wi\u0142em w \u015brodku praktycznie nic nie ma. Znalaz\u0142em kilka fajnych starych plakat\xf3w lub </p>\n",Szpitale,2.5
15843,15843,palac-w-karczewie,Pałac w Karczewie,wielkopolskie,Karczewo,2021-06-30T17:23:55,2021-06-30T15:23:55,2021-06-30T17:23:55,2021-06-30T15:23:55,52.1888255,16.5179443,14,"64-061 Karczewo, województwo wielkopolskie Polska","<p>Wzniesiony dla Miko\u0142aja Miel\u017cy\u0144skiego w latach 1805-1811. Mo\u017cna wej\u015b\u0107 do \u015brodka. Wzgl\u0119dnie bezpiecznie, w \u015brodku zdewastowany.</p>\n",Zamki i pałace,5
15841,15841,hangar,hangar,zachodniopomorskie,Goleniów,2021-06-29T15:38:06,2021-06-29T13:38:06,2021-06-29T15:38:06,2021-06-29T13:38:06,51.9713458,19.1491699,6,"Zielone Wzgórze, 72-100 Goleniów, województwo zachodniopomorskie Polska",<p>Opuszczony hangar w okolicach goleniowa</p>\n,Militarne,Brak ocen
15829,15829,opuszczony-dom-16,Opuszczony dom,małopolskie,Chrzanów,2021-06-29T09:47:57,2021-06-29T07:47:57,2021-06-29T09:47:57,2021-06-29T07:47:57,50.107341,19.3811059,19,"Skalna 8, 32-500 Chrzanów Borowiec, województwo małopolskie Polska","<p>Dom nie jest zbyt bezpieczny-zawalaj\u0105cy si\u0119 dach, przeciekaj\u0105cy sufit, pod\u0142oga porastaj\u0105ca mchem, krusz\u0105ce si\u0119 \u015bciany oraz do piwnicy troch\u0119 zawali\u0142 si\u0119 strop, jednak mo\u017cna wej\u015b\u0107. W \u015brodku nie ma za du\u017co do zwiedzania. Jest tam 5 pomiejszcze\u0144 i w jednym stoi jaki\u015b fotel. Do piwnicy mo\u017cna wej\u015b\u0107 przez dzwi znajduj\u0105ce si\u0119 na zewn\u0105trz od strony zamieszkanego domu. W piwnicy znajduj\u0105 si\u0119 4 pomiejszczenia. Specjalnie tam jecha\u0107 nie ma zabardzo po co, ale przeje\u017cd\u017caj\u0105c mo\u017cna zagl\u0105dn\u0105\u0107. Dom nie jest pilnowany.</p>\n",Domy,2.3333333333333
15810,15810,byla-strzelnica-wojskowa,Była strzelnica wojskowa,opolskie,Prężynka,2021-06-27T10:34:57,2021-06-27T08:34:57,2021-06-27T10:34:57,2021-06-27T08:34:57,50.3434474,17.5855172,16,"48-231 Prężynka, województwo opolskie Polska","<p>Obiekt powojskowy. Bardzo zaniedbany, sporo krzak\xf3w ale jest jeszcze gdzie wej\u015b\u0107. Prawie wszystkie wej\u015bcia otwarte. Wandale tam nie przesiaduja bo brak \u015bmieci.<br />\nWsz\u0119dzie tam nie wszed\u0142em bo by\u0142em na kr\xf3tko ubrany a pokrzywy tam na 2m prawie i kupa komar\xf3w.</p>\n",Militarne,Brak ocen
15800,15800,opuszczony-dom-z-pelnym-wyposazeniem,Opuszczony dom z pełnym wyposażeniem,małopolskie,Kojszówka,2021-06-26T08:07:52,2021-06-26T06:07:52,2021-06-26T08:07:52,2021-06-26T06:07:52,49.6878999,19.7476137,16,"34‑231 Kojszówka Pustki, województwo małopolskie Polska","<p>Stary opuszczony dom z pe\u0142nym wyposa\u017ceniem (p\xf3\u0142ki, sto\u0142y, \u0142\xf3\u017cka, rega\u0142y, szafy) budynek jest jedno pi\u0119trowy, nie jest pilnowany i do\u015b\u0107 bezpieczny do eksploracji.</p>\n",Domy,5
15761,15761,gorzelnia-5,Gorzelnia,kujawsko-pomorskie,Wichorze,2021-06-23T14:43:24,2021-06-23T12:43:24,2021-06-23T14:43:24,2021-06-23T12:43:24,53.2936438,18.5280132,13,"86-212 Wichorze, województwo kujawsko-pomorskie Polska",<p>Opuszczona gorzelnia oraz Spichlerz i kilka innych budynk\xf3w . Obiekt Jest ruin\u0105 wiele budynk\xf3w juz si\u0119 zawali\u0142o albo jeszcze stoi . G\u0142\xf3wny Budynek Gorzelnia stoi ale powoli si\u0119 sypie tak samo jak spichlerz wi\u0119c radz\u0119 si\u0119 spieszy\u0107 . Dost\u0119p do obiektu jest \u0142atwy nie jest chroniony . </p>\n,Industrialne,Brak ocen
15771,15771,opuszczony-pgr-4,Opuszczony PGR,kujawsko-pomorskie,Szymborno,2021-06-20T14:29:08,2021-06-20T12:29:08,2021-06-20T14:29:08,2021-06-20T12:29:08,53.2519854,18.4004956,17,"86-253 Szymborno, województwo kujawsko-pomorskie Polska",<p>Opuszczony PGR budynki w dobrym stanie Brak kamer i ochrony . Budynki s\u0105 od siebie oddalone jeden jest po lewej stronie ulicy drugi po prawej . Wej\u015bcie mo\u017cliwe przez okna </p>\n,Rolnicze,Brak ocen
15741,15741,wrak-samolotu,Wrak Samolotu,opolskie,Wojciechów,2021-06-15T10:34:55,2021-06-15T08:34:55,2021-06-15T10:34:55,2021-06-15T08:34:55,50.9128898,18.3757871,17,"Borki, 46-300 Wojciechów Borki, województwo opolskie Polska","<p>Wrak rosyjskiego samolotu, jest na prywatnej dzia\u0142ce jednak nikt nie robi problemu je\u015bli grzecznie si\u0119 podejdzie, poogl\u0105da i zrobi zdj\u0119cia ;)</p>\n",Inne,Brak ocen
15692,15692,stara-gorzelnia-4,Stara gorzelnia,wielkopolskie,Bytyń,2021-06-14T18:32:36,2021-06-14T16:32:36,2021-06-14T18:32:36,2021-06-14T16:32:36,52.4907769,16.5059066,15,"64-542 Bytyń Roszczki, województwo wielkopolskie Polska","<p>Stara gorzelnia. Na ogrodzeniu s\u0105 do\u015b\u0107 \u015bwie\u017ce (06.2021) tabliczki ""teren prywatny, zakaz wst\u0119pu"". Brama jest zazwyczaj otwarta, na terenie nie ma \u017cywej duszy. Co do samego obiektu to trzeba uwa\u017ca\u0107 pod nogi bo pe\u0142no dziur po sprz\u0119cie/schodach/czymkolwiek. Jedno z pomieszcze\u0144 na parterze ma pod\u0142og\u0119 z p\u0142yt drewnianych, kt\xf3re wida\u0107, \u017ce si\u0119 zapadaj\u0105. Najlepiej i\u015b\u0107 tam po kraw\u0119dziach p\u0142yt (pod nimi s\u0105 belki stropowe). Je\u015bli chodzi o pi\u0119tro to trzeba mega uwa\u017ca\u0107 na dziury.</p>\n",Industrialne,Brak ocen
15698,15698,stara-gorzelnia-3,Stara gorzelnia,wielkopolskie,Wilkowo,2021-06-13T14:57:59,2021-06-13T12:57:59,2021-06-13T14:57:59,2021-06-13T12:57:59,52.3975485,16.493783,15,"Okrężna, 64-553 Wilkowo, województwo wielkopolskie Polska","<p>Jest to prawdopodobnie stara gorzelnia (Tak twierdzi google). Teren prywatny bez ogrodzenia. Obok znajduje si\u0119 dom jednorodzinny z do\u015b\u0107 ciekaw\u0105 pozosta\u0142o\u015bci\u0105 po budynku gospodarczym. W \u015brodku jest kilka pomieszcze\u0144. Raczej brak zagro\u017cenia je\u015bli rolnik nie z\u0142apie was z wid\u0142ami.<br />\nPatrz\u0105c na okoliczn\u0105 zabudow\u0119 oraz fakt, \u017ce obok jest dworek, jest du\u017ca szansa, \u017ce dawno temu to znajdowa\u0142o si\u0119 w r\u0119kach jednego w\u0142a\u015bciciela w ramach dworku.</p>\n",Industrialne,Brak ocen
15684,15684,dwor-smilow,Dwór Smiłów,wielkopolskie,Śmiłów,2021-06-12T21:34:06,2021-06-12T19:34:06,2021-06-12T21:34:45,2021-06-12T19:34:45,51.674478,18.1119812,17,"Kaliska, 63-460 Śmiłów, województwo wielkopolskie Polska","<p>Ruiny starego dworu w \u015ami\u0142owie. Kilka \u015bcian oraz piwniczka, kt\xf3ra zachowa\u0142a si\u0119 ca\u0142kiem dobrze. </p>\n",Zamki i pałace,Brak ocen
15678,15678,dworzec-pkp-rybnik-gotartowice,Dworzec PKP Rybnik Gotartowice,śląskie,Rybnik,2021-06-12T21:05:42,2021-06-12T19:05:42,2021-06-12T21:05:42,2021-06-12T19:05:42,50.0876849,18.6230278,19,"44-251 Rybnik, województwo śląskie Polska","<p>Opuszczony dworzec PKP Rybnik. Trasa kolejowa jest czynna, przystanek te\u017c. Miejsce dosy\u0107 zdewastowane. Cz\u0119sto trenuje tam Policja i Wojsko. W jednym pomieszczeniu na parterze jest wyrwa w pod\u0142odze - mo\u017cna niespodziewanie znale\u017a\u0107 si\u0119 w piwnicy. Poza tym nie czu\u0107 moczem, ka\u0142em i menelami.</p>\n",Kolejowe,5
15655,15655,opuszczony-klub-nocny-protector-prestige,Opuszczony klub nocny Protector Prestige,łódzkie,Wola Krzysztoporska,2021-06-09T11:33:08,2021-06-09T09:33:08,2021-06-09T11:33:08,2021-06-09T09:33:08,51.3423616,19.5948619,17,"Południowa 35, 97-371 Wola Krzysztoporska, województwo łódzkie Polska","<p>Wej\u015bcie przez siatk\u0119 od lewej strony. Wej\u015bcie do budynku od ty\u0142u przez drzwi. Obiekt niestrze\u017cony, w pobli\u017cu nadal dzia\u0142aj\u0105ca firma.</p>\n",Restauracje i kluby,Brak ocen
15658,15658,opuszczony-mcdonalds-i-stacja-benzynowa,Opuszczony McDonald&#8217;s i stacja benzynowa,łódzkie,Kargał-Las,2021-06-09T11:32:56,2021-06-09T09:32:56,2021-06-09T11:32:56,2021-06-09T09:32:56,51.3838881,19.6265388,15,"97-371 Kargał-Las, województwo łódzkie Polska",<p>Obiekt znajduje si\u0119 zaraz przy autostradzie A1. Wjazd od strony wsi. Zakaz wst\u0119pu oraz ci\u0119\u017cki dojazd pod sam budynek ( du\u017cy spad z asfaltu na drog\u0119 poln\u0105). </p>\n,Restauracje i kluby,Brak ocen
15605,15605,stacja-paliw,Stacja Paliw,kujawsko-pomorskie,Toruń,2021-06-06T20:01:20,2021-06-06T18:01:20,2021-06-06T20:01:20,2021-06-06T18:01:20,53.0529644,18.6995016,19,"Wapienna 10, 87-100 Toruń, województwo kujawsko-pomorskie Polska",<p>Dojazd bardzo dobry dost\u0119p tak\u017ce<br />\nBrak ochrony<br />\nniestety \u015brodek stacji zamkni\u0119ty </p>\n,Inne,Brak ocen
15592,15592,palacyki-stare-szpitale-turczynek,Pałacyki (stare szpitale) Turczynek,mazowieckie,Milanówek,2021-06-04T19:27:15,2021-06-04T17:27:15,2021-06-04T19:27:15,2021-06-04T17:27:15,52.1278504,20.6982636,15,"Brwinowska 2, 05-822 Milanówek, województwo mazowieckie Polska","<p>Budynki nie dost\u0119pne by wej\u015b\u0107 do \u015brodka (siatka i alarm) ale widoki przepi\u0119kne, Budynki powsta\u0142y w 1905 r </p>\n",Domy,Brak ocen
15595,15595,opuszony-domek-baba-jagi,Opuszony domek Baba Jagi,kujawsko-pomorskie,Salno,2021-06-04T19:27:12,2021-06-04T17:27:12,2021-06-04T19:27:12,2021-06-04T17:27:12,53.2977125,17.8534672,18,"86-010 Salno, województwo kujawsko-pomorskie Polska",<p>Opuszczone pole namiotowe znajduj\u0105 si\u0119 2 domki w stylu baba Jaga oraz budynek \u0142a\u017ani i sto\u0142\xf3wka </p>\n,Hotele i pensjonaty,5
15578,15578,opuszczony-dom-w-plawnej,Opuszczony dom w Pławnej,małopolskie,Pławna,2021-06-02T10:34:28,2021-06-02T08:34:28,2021-06-02T10:34:28,2021-06-02T08:34:28,49.7550218,20.9513978,20,"33-190 Pławna Działy, województwo małopolskie Polska","<p>Dawny dom dziecka w P\u0142awnej ko\u0142o Ci\u0119\u017ckowic<br />\nW budynku do roku 1975 funkcjonowa\u0142a plac\xf3wka opieku\u0144cza. Na co dzie\u0144 przebywa\u0142o w nim oko\u0142o 60 dzieci w wieku przedszkolnym i szkolnym, a tak\u017ce m\u0142odzie\u017c do czasu usamodzielnienia. Plotki g\u0142osz\u0105, \u017ce miejsce jest nawiedzone przez duchy dzieci, kt\xf3re kiedy\u015b by\u0142y jego wychowankami </p>\n",Domy,Brak ocen
15374,15374,dom-3,Dom,śląskie,Dębowiec,2021-06-01T11:05:30,2021-06-01T09:05:30,2021-06-01T11:05:30,2021-06-01T09:05:30,50.692108,19.2510992,17,"Częstochowska 1, 42-360 Dębowiec Pustkowie Chorońskie, województwo śląskie Polska",<p>- Minimum od 2012 jest opuszczony<br />\n- Wej\u015bcie z ty\u0142u oraz z boku przez piwnice<br />\n- Troch\u0119 zaro\u015bni\u0119ty<br />\n- Raczej spokojna okolica bez problemu mo\u017cna wej\u015b\u0107</p>\n,Domy,Brak ocen
15382,15382,opuszczona-winiarnia-fabryka,Opuszczona Winiarnia Fabryka,dolnośląskie,Kłodzko,2021-06-01T11:05:08,2021-06-01T09:05:08,2021-06-01T11:05:08,2021-06-01T09:05:08,50.4364613,16.6537298,19,"Zawiszy Czarnego, 57-300 Kłodzko, województwo dolnośląskie Polska","<p>Opuszczona Wyniarnia, fabryka </p>\n",Inne,4.5
15397,15397,opuszczone-osiedle-wielorodzinne-6-budynkow,Opuszczone osiedle wielorodzinne &#8211; 6 budynków,małopolskie,Kraków,2021-06-01T11:04:52,2021-06-01T09:04:52,2021-06-01T11:04:52,2021-06-01T09:04:52,49.9992847,19.9540794,16,"30-610 Kraków, województwo małopolskie Polska","<p>Niedoko\u0144czone osiedle budynk\xf3w rodzinnych. 6 budynk\xf3w dwupi\u0119trowych. Dost\u0119p od ulicy \u015bcie\u017ck\u0105 przez zaro\u015bla. Brak ochrony i kogokolwiek w \u015brodku. Budynki s\u0105 puste, jedyne co jest w nich ciekawe, to okr\u0105g\u0142e schody.</p>\n",Domy,3.5
15535,15535,palac-willa-oraz-kilka-budynkow,Pałac/willa oraz kilka budynków,małopolskie,Piekary,2021-05-31T09:35:11,2021-05-31T07:35:11,2021-05-31T09:35:11,2021-05-31T07:35:11,50.0186874,19.7926962,16,"30-398 Piekary Góra, województwo małopolskie Polska","<p>Willa w Piekarach, \u015bwietne miejsce do zwiedzenia. Przy g\u0142\xf3wnej drodze znajduje si\u0119 brama, kt\xf3ra jest odchylona na tyle \u017ce mo\u017cna wej\u015b\u0107. Jako \u017ce znajduje si\u0119 przy g\u0142\xf3wnej drodze postanowili\u015bmy wej\u015b\u0107 od ty\u0142u. Nie ma \u017cadnych kamer ani ogrodze\u0144, jedynie kawa\u0142ki ogromnych i grubych mur\xf3w. Do samej willi mo\u017cna si\u0119 dosta\u0107 od ty\u0142u, przez okno na parterze. W \u015brodku jest troch\u0119 zwiedzania, mo\u017cna wyj\u015b\u0107 schodami na sam\u0105 g\xf3r\u0119. Obok willi znajduje si\u0119 jeszcze kilka budynk\xf3w do kt\xf3rych ci\u0119\u017cko jest si\u0119 dosta\u0107. Pierwszy budynek od willi ma niewielk\u0105 dziur\u0119 w drzwiach na ty\u0142ach, nie polecam przeciskania si\u0119, gdy\u017c nast\u0119pne pomieszczenie jest ju\u017c ca\u0142kowicie zamurowane, tak tak sprawdzi\u0142em osobi\u015bcie :). Na tym terenie jest te\u017c budynek, co\u015b w rodzaju dawnej stajni, drewniane okna bez szyb mo\u017cna otworzy\u0107 od strony wewn\u0119trznej. Pozosta\u0142e budynki s\u0105 ju\u017c lekko zawalone lub ca\u0142kowicie zabarykadowane. Polecam to miejsce, jest gdzie pochodzi\u0107 i co zobaczy\u0107!</p>\n",Zamki i pałace,4
15533,15533,restauracja-baszta,Restauracja Baszta,mazowieckie,Warszawa,2021-05-31T09:34:40,2021-05-31T07:34:40,2021-05-31T09:34:40,2021-05-31T07:34:40,52.1281139,21.0169852,16,"Baszta Łagiewnicka 2, 02-860 Warszawa, województwo mazowieckie Polska",<p>Ogromny opuszczony budynek restauracji Baszta </p>\n,Restauracje i kluby,5
15517,15517,osrodek-wypoczynkowy-eldorado,Ośrodek wypoczynkowy &#8211; Eldorado,dolnośląskie,Duszniki-Zdrój,2021-05-31T09:34:31,2021-05-31T07:34:31,2021-05-31T09:34:31,2021-05-31T07:34:31,50.3924738,16.3872349,15,"Wojska Polskiego 11, 57-340 Duszniki-Zdrój, województwo dolnośląskie Polska","<p>Opuszczony o\u015brodek wypoczynkowy, w \u015brodku pe\u0142no rzeczy i jest on do\u015b\u0107 d\u0142u\u017cy. Ci\u0119\u017cko wej\u015b\u0107 do \u015brodka. </p>\n",Hotele i pensjonaty,Brak ocen
15501,15501,palac-w-lasku,Pałac w lasku,kujawsko-pomorskie,Wierzchucinek,2021-05-29T17:03:24,2021-05-29T15:03:24,2021-05-29T17:03:24,2021-05-29T15:03:24,53.2609582,17.7805191,17,"86-014 Wierzchucinek, województwo kujawsko-pomorskie Polska","<p>Pa\u0142ac. Nie jestem pewien czy dobrze zaznaczy\u0142em na mapie. https://www.google.com/maps/place/Pa\u0142ac/@53.260805,17.7801875,17.25z/data=!4m5!3m4!1s0x470309503f0fe873:0x2f09b5ac5b82ac2f!8m2!3d53.2610512!4d17.7800335 Tutaj dok\u0142adny link do mapy. Jest du\u017co do zobaczenia typu jakie\u015b stare zeszyty, mapy, \u0142awki, \u0142\xf3\u017cka, zdj\u0119cia ludzi.</p>\n",Zamki i pałace,5
